date,apparent_temperature,humidity,precip_intensity_max,precip_max_time,precip_prob,precip_type,pressure,summary,temperature,day_of_week,month
2018-06-23,66.75,0.85,0.0132,01:00AM,0.0,none,1010.08,cloudy,66.42,5,6
2018-06-24,83.4,0.58,0.0143,09:00PM,0.0,none,1007.98,partly-cloudy-day,81.54,6,6
2018-06-25,76.61,0.33,0.0,05:01AM,0.0,none,1018.97,partly-cloudy-day,76.61,0,6
2018-06-26,71.76,0.67,0.0,05:01AM,0.0,none,1022.18,partly-cloudy-day,71.76,1,6
2018-06-27,70.81,0.77,0.0017,10:00PM,0.14,rain,1014.12,cloudy,70.43,2,6
2018-06-28,78.66,0.83,0.0807,07:00AM,0.06,none,1008.6,partly-cloudy-day,77.34,3,6
2018-06-29,85.8,0.4,0.0,05:01AM,0.0,none,1014.51,clear-day,85.8,4,6
2018-06-30,89.56,0.45,0.0,05:01AM,0.0,none,1015.95,clear-day,88.13,5,6
2018-07-01,95.0,0.55,0.0,05:01AM,0.0,none,1015.43,partly-cloudy-day,88.98,6,7
2018-07-02,88.48,0.66,0.0,05:01AM,0.0,none,1017.61,clear-day,83.55,0,7
2018-07-03,81.69,0.84,0.1256,05:00PM,0.0,rain,1022.41,partly-cloudy-day,78.62,1,7
2018-07-04,83.32,0.77,0.0005,03:00PM,0.0,none,1025.73,partly-cloudy-day,79.75,2,7
2018-07-05,90.17,0.75,0.0,05:01AM,0.0,none,1020.97,partly-cloudy-day,83.11,3,7
2018-07-06,79.37,0.49,0.0799,06:00AM,0.0,rain,1017.35,partly-cloudy-day,79.37,4,7
2018-07-07,69.55,0.51,0.0,05:01AM,0.0,none,1026.41,clear-day,69.55,5,7
2018-07-08,74.34,0.48,0.0,05:01AM,0.0,none,1025.98,clear-day,74.34,6,7
2018-07-09,78.96,0.55,0.0,05:01AM,0.0,none,1018.0,clear-day,78.77,0,7
2018-07-10,87.14,0.47,0.0,05:01AM,0.0,none,1010.17,partly-cloudy-day,86.06,1,7
2018-07-11,76.45,0.69,0.0,05:01AM,0.0,none,1015.33,partly-cloudy-day,75.9,2,7
2018-07-12,75.97,0.57,0.0,05:01AM,0.0,none,1022.37,partly-cloudy-day,75.97,3,7
2018-07-13,77.89,0.48,0.0,05:01AM,0.0,none,1021.47,clear-day,77.89,4,7
2018-07-14,85.76,0.48,0.0012,12:00AM,0.0,none,1015.73,partly-cloudy-day,84.86,5,7
2018-07-15,83.79,0.69,0.1422,05:00AM,0.0,rain,1014.1,clear-day,80.56,6,7
2018-07-16,88.97,0.69,0.0,05:01AM,0.0,none,1012.43,partly-cloudy-day,83.39,0,7
2018-07-17,73.52,0.94,0.1932,03:00PM,0.13,none,1010.18,cloudy,72.19,1,7
2018-07-18,80.23,0.37,0.0,05:01AM,0.0,none,1013.01,clear-day,80.23,2,7
2018-07-19,75.63,0.51,0.0,05:01AM,0.0,none,1018.4,clear-day,75.63,3,7
2018-07-20,74.12,0.58,0.0,05:01AM,0.0,none,1020.04,partly-cloudy-day,74.12,4,7
2018-07-21,74.12,0.58,0.0755,10:00PM,0.0,none,1014.85,clear-night,74.12,5,7
2018-07-22,76.36,0.94,0.1193,02:00AM,0.75,none,1015.2,rain,74.76,6,7
2018-07-23,79.05,0.85,0.0288,05:00AM,0.0,rain,1020.77,cloudy,77.61,0,7
2018-07-24,79.5,0.84,0.0006,03:00AM,0.0,none,1019.88,partly-cloudy-day,78.04,1,7
2018-07-25,76.58,0.94,0.1612,07:00AM,0.64,none,1012.77,rain,74.97,2,7
2018-07-26,86.4,0.67,0.0074,01:00AM,0.0,rain,1012.0,partly-cloudy-day,82.32,3,7
2018-07-27,75.69,0.83,0.061,10:00PM,0.56,rain,1015.44,rain,74.61,4,7
2018-07-28,82.73,0.74,0.0021,12:00AM,0.0,rain,1014.45,partly-cloudy-day,79.59,5,7
2018-07-29,78.09,0.59,0.0,05:01AM,0.0,none,1018.55,partly-cloudy-day,77.85,6,7
2018-07-30,74.67,0.75,0.0,05:01AM,0.0,none,1020.35,partly-cloudy-day,74.05,0,7
2018-07-31,76.01,0.69,0.0,05:01AM,0.0,none,1019.7,partly-cloudy-day,75.54,1,7
2018-08-01,89.33,0.69,0.0831,02:00PM,0.0,rain,1015.7,partly-cloudy-day,83.54,2,8
2018-08-02,84.32,0.79,0.0625,05:00PM,0.0,rain,1018.89,partly-cloudy-day,80.14,3,8
2018-08-03,79.87,0.83,0.1215,04:00PM,0.0,rain,1019.69,partly-cloudy-day,78.41,4,8
2018-08-04,87.52,0.65,0.175,10:00AM,0.0,rain,1017.82,partly-cloudy-day,83.28,5,8
2018-08-05,88.62,0.62,0.0,05:01AM,0.0,none,1019.04,clear-day,84.3,6,8
2018-08-06,92.12,0.66,0.0,05:01AM,0.0,none,1016.25,partly-cloudy-day,85.45,0,8
2018-08-07,78.21,0.86,0.05,08:00PM,0.78,rain,1012.81,rain,76.79,1,8
2018-08-08,88.17,0.72,0.0,05:01AM,0.0,none,1009.29,partly-cloudy-night,82.6,2,8
2018-08-09,84.91,0.49,0.0649,03:00AM,0.0,rain,1008.97,clear-night,84.04,3,8
2018-08-10,82.29,0.68,0.0,05:01AM,0.0,none,1011.45,cloudy,79.73,4,8
2018-08-11,75.78,0.91,0.2068,06:00PM,0.31,rain,1014.0,rain,74.35,5,8
2018-08-12,79.09,0.83,0.0019,08:00PM,0.06,rain,1016.65,partly-cloudy-night,77.73,6,8
2018-08-13,75.48,0.94,0.0672,11:00AM,0.2,rain,1012.19,cloudy,73.99,0,8
2018-08-14,73.95,0.86,0.0318,04:00PM,0.08,rain,1010.35,partly-cloudy-night,72.9,1,8
2018-08-15,86.42,0.62,0.0,05:01AM,0.0,none,1013.71,partly-cloudy-night,82.97,2,8
2018-08-16,88.0,0.6,0.0,05:01AM,0.0,none,1017.56,partly-cloudy-night,84.34,3,8
2018-08-17,88.56,0.8,0.1753,12:00AM,0.23,rain,1013.57,partly-cloudy-night,81.86,4,8
2018-08-18,75.7,0.9,0.272,01:00AM,0.76,rain,1009.85,rain,74.34,5,8
2018-08-19,72.66,0.79,0.0022,03:00PM,0.0,rain,1017.31,cloudy,72.06,6,8
2018-08-20,72.43,0.8,0.0,05:01AM,0.0,none,1020.08,partly-cloudy-night,71.79,0,8
2018-08-21,73.62,0.81,0.0023,12:00AM,0.0,rain,1014.48,partly-cloudy-night,72.81,1,8
2018-08-22,79.95,0.6,0.2243,02:00AM,0.0,rain,1007.13,partly-cloudy-night,79.49,2,8
2018-08-23,73.98,0.47,0.0022,08:00AM,0.0,rain,1016.94,clear-night,73.98,3,8
2018-08-24,75.15,0.53,0.0,05:01AM,0.0,none,1023.36,clear-night,75.15,4,8
2018-08-25,72.84,0.65,0.0,05:01AM,0.0,none,1023.26,clear-night,72.79,5,8
2018-08-26,82.86,0.63,0.0,05:01AM,0.0,none,1017.28,cloudy,80.5,6,8
2018-08-27,87.35,0.69,0.0,05:01AM,0.0,none,1017.05,partly-cloudy-night,82.59,0,8
2018-08-28,95.17,0.59,0.0,05:01AM,0.0,none,1015.55,clear-night,88.27,1,8
2018-08-29,93.02,0.56,0.0,05:01AM,0.0,none,1013.24,clear-night,87.72,2,8
2018-08-30,84.56,0.55,0.0,05:01AM,0.0,none,1017.79,clear-night,82.78,3,8
2018-08-31,71.72,0.78,0.0349,03:00PM,0.0,none,1024.93,cloudy,71.23,4,8
2018-09-01,72.46,0.74,0.0,05:01AM,0.0,none,1024.71,partly-cloudy-night,72.09,5,9
2018-09-02,77.29,0.81,0.0,05:01AM,0.0,none,1022.89,partly-cloudy-night,76.15,6,9
2018-09-03,89.77,0.76,0.0,05:01AM,0.0,none,1022.39,clear-night,82.92,0,9
2018-09-04,88.5,0.66,0.0,05:01AM,0.0,none,1022.01,partly-cloudy-night,83.56,1,9
2018-09-05,84.45,0.78,0.0,05:01AM,0.0,none,1021.55,clear-night,80.24,2,9
2018-09-06,77.52,0.88,0.0744,07:00PM,0.51,rain,1019.71,rain,76.08,3,9
2018-09-07,72.4,0.8,0.0,05:01AM,0.0,none,1019.48,cloudy,71.76,4,9
2018-09-08,63.2,0.84,0.0035,09:00PM,0.35,rain,1020.87,rain,63.2,5,9
2018-09-09,59.83,0.88,0.0335,07:00PM,0.94,rain,1022.93,rain,59.83,6,9
2018-09-10,63.16,0.96,0.0769,05:00AM,1.0,rain,1019.65,rain,62.67,0,9
2018-09-11,74.33,0.91,0.005,12:00AM,0.0,rain,1020.54,cloudy,73.06,1,9
2018-09-12,75.1,0.95,0.0123,09:00PM,0.48,rain,1023.34,rain,73.56,2,9
2018-09-13,74.09,0.87,0.018,04:00AM,0.0,rain,1023.99,cloudy,73.02,3,9
2018-09-14,72.42,0.79,0.0003,07:00AM,0.0,none,1022.86,cloudy,71.83,4,9
2018-09-15,72.95,0.77,0.0,05:01AM,0.0,none,1021.97,clear-night,72.39,5,9
2018-09-16,74.72,0.76,0.0,05:01AM,0.0,none,1022.06,clear-night,74.07,6,9
2018-09-17,76.08,0.88,0.0046,06:00PM,0.1,rain,1015.3,partly-cloudy-night,74.77,0,9
2018-09-18,72.97,0.92,0.1106,02:00PM,0.0,rain,1008.46,partly-cloudy-night,71.76,1,9
2018-09-19,72.72,0.85,0.0,05:01AM,0.0,none,1015.2,partly-cloudy-night,71.82,2,9
2018-09-20,68.07,0.76,0.0,05:01AM,0.0,none,1023.79,cloudy,67.98,3,9
2018-09-21,73.12,0.78,0.0,05:01AM,0.0,none,1016.21,cloudy,72.48,4,9
2018-09-22,65.62,0.58,0.0,05:01AM,0.0,none,1021.99,partly-cloudy-night,65.62,5,9
2018-09-23,63.92,0.8,0.0,05:01AM,0.0,none,1024.56,cloudy,63.92,6,9
2018-09-24,62.24,0.7,0.0,05:01AM,0.0,none,1032.36,partly-cloudy-night,62.24,0,9
2018-09-25,71.72,0.96,0.1834,03:00PM,0.86,rain,1021.75,rain,70.48,1,9
2018-09-26,77.04,0.89,0.0455,10:00PM,0.0,rain,1012.01,partly-cloudy-night,75.6,2,9
2018-09-27,67.79,0.71,0.0163,12:00AM,0.0,rain,1019.06,cloudy,67.79,3,9
2018-09-28,60.32,0.84,0.1935,05:00AM,0.0,rain,1019.47,clear-night,60.32,4,9
2018-09-29,65.31,0.65,0.0,05:01AM,0.0,none,1023.5,partly-cloudy-night,65.31,5,9
2018-09-30,64.77,0.76,0.0,05:01AM,0.0,none,1025.74,clear-night,64.77,6,9
2018-10-01,71.27,0.85,0.0,05:01AM,0.0,none,1023.73,partly-cloudy-night,70.52,0,10
2018-10-02,74.41,0.82,0.3114,11:00PM,0.0,rain,1016.53,partly-cloudy-night,73.49,1,10
2018-10-03,67.3,0.72,0.119,12:00AM,0.0,rain,1018.31,clear-night,67.3,2,10
2018-10-04,73.08,0.72,0.0213,06:00PM,0.0,rain,1013.93,cloudy,73.08,3,10
2018-10-05,64.22,0.76,0.0,05:01AM,0.0,none,1021.3,partly-cloudy-night,64.22,4,10
2018-10-06,66.82,0.92,0.0013,07:00PM,0.12,rain,1022.24,cloudy,66.19,5,10
2018-10-07,74.97,0.86,0.0008,01:00AM,0.0,none,1023.11,partly-cloudy-night,73.85,6,10
2018-10-08,65.0,0.92,0.0015,08:00PM,0.2,rain,1029.96,cloudy,64.51,0,10
2018-10-09,72.68,0.89,0.0028,03:00AM,0.0,rain,1023.68,partly-cloudy-night,71.63,1,10
2018-10-10,74.4,0.92,0.0,05:01AM,0.0,none,1014.62,partly-cloudy-night,73.07,2,10
2018-10-11,71.3,0.98,0.0823,12:00PM,0.9,rain,1002.37,rain,69.99,3,10
2018-10-12,54.35,0.58,0.0679,05:00AM,0.0,rain,1007.84,clear-night,54.35,4,10
2018-10-13,52.31,0.65,0.0275,08:00AM,0.0,rain,1016.32,clear-night,52.31,5,10
2018-10-14,54.86,0.65,0.0,05:01AM,0.0,none,1023.39,partly-cloudy-night,54.86,6,10
2018-10-15,66.48,0.79,0.0068,07:00AM,0.0,rain,1011.81,cloudy,66.4,0,10
2018-10-16,51.69,0.58,0.0095,01:00AM,0.0,rain,1018.43,clear-night,51.69,1,10
2018-10-17,54.94,0.47,0.0,05:01AM,0.0,none,1016.23,partly-cloudy-night,54.94,2,10
2018-10-18,44.59,0.45,0.0,05:01AM,0.0,none,1027.42,clear-night,46.53,3,10
2018-10-19,55.77,0.6,0.0,05:01AM,0.0,none,1017.21,clear-night,55.77,4,10
2018-10-20,55.76,0.68,0.0098,04:00AM,0.0,rain,1002.85,clear-night,55.76,5,10
2018-10-21,37.64,0.52,0.0014,02:00AM,0.0,rain,1020.07,clear-night,41.58,6,10
2018-10-22,46.58,0.6,0.0,05:01AM,0.0,none,1021.96,partly-cloudy-night,48.27,0,10
2018-10-23,54.39,0.55,0.0,07:00PM,0.0,none,1015.04,partly-cloudy-night,54.39,1,10
2018-10-24,45.38,0.54,0.0,05:01AM,0.0,none,1020.5,partly-cloudy-night,48.86,2,10
2018-10-25,41.5,0.56,0.0,05:01AM,0.0,none,1018.98,clear-night,44.53,3,10
2018-10-26,44.27,0.69,0.0,05:01AM,0.0,none,1018.16,cloudy,48.15,4,10
2018-10-27,50.73,0.95,0.0936,06:00AM,0.5,rain,999.58,rain,50.73,5,10
2018-10-28,51.1,0.76,0.0064,12:00AM,0.0,rain,1009.46,cloudy,51.1,6,10
2018-10-29,51.1,0.76,0.0109,01:00AM,0.0,none,1009.46,clear-night,51.1,0,10
2018-10-30,50.19,0.45,0.0,05:01AM,0.0,none,1019.57,clear-night,50.19,1,10
2018-10-31,59.71,0.72,0.0,05:01AM,0.0,none,1013.59,partly-cloudy-night,59.71,2,10
2018-11-01,64.1,0.78,0.0,05:01AM,0.0,none,1009.93,partly-cloudy-night,64.1,3,11
2018-11-02,65.11,0.95,0.0825,11:00PM,0.72,rain,1006.04,rain,64.49,4,11
2018-11-03,51.89,0.51,0.1288,03:00AM,0.0,rain,1022.03,clear-night,51.89,5,11
2018-11-04,47.16,0.67,0.0,05:01AM,0.0,none,1032.39,clear-night,47.16,6,11
2018-11-05,51.6,0.96,0.0515,11:00AM,0.8,rain,1020.17,rain,51.6,0,11
2018-11-06,56.99,0.96,0.1228,12:00PM,0.0,rain,1009.42,partly-cloudy-night,56.99,1,11
2018-11-07,58.41,0.5,0.0002,05:00AM,0.0,none,1016.94,partly-cloudy-night,58.41,2,11
2018-11-08,44.31,0.51,0.0,05:01AM,0.0,none,1026.45,clear-night,47.83,3,11
2018-11-09,50.75,0.94,0.1551,07:00PM,0.96,rain,1012.9,rain,50.75,4,11
2018-11-10,30.42,0.42,0.0107,12:00AM,0.0,none,1022.0,clear-night,37.38,5,11
2018-11-11,38.21,0.54,0.0,05:01AM,0.0,none,1028.3,clear-night,40.17,6,11
2018-11-12,46.13,0.67,0.0172,12:00AM,0.0,none,1027.76,partly-cloudy-night,46.13,0,11
2018-11-13,39.0,0.64,0.1317,08:00AM,0.0,rain,1017.08,cloudy,44.48,1,11
2018-11-14,26.7,0.44,0.0,05:01AM,0.0,none,1034.22,partly-cloudy-night,33.93,2,11
2018-11-15,22.13,0.95,0.034,05:00PM,0.57,snow,1019.7,sleet,32.35,3,11
2018-11-16,33.47,0.65,0.0575,07:00AM,0.0,rain,1012.07,clear-night,39.95,4,11
2018-11-17,40.46,0.59,0.0,05:01AM,0.0,none,1024.04,cloudy,44.33,5,11
2018-11-18,43.08,0.66,0.0,05:01AM,0.0,none,1025.06,cloudy,43.08,6,11
2018-11-19,46.42,0.77,0.0,05:01AM,0.0,none,1015.66,partly-cloudy-night,46.42,0,11
2018-11-20,38.66,0.59,0.0,05:01AM,0.0,none,1016.25,cloudy,43.72,1,11
2018-11-21,28.99,0.54,0.0,05:01AM,0.0,none,1019.69,partly-cloudy-night,36.78,2,11
2018-11-22,10.42,0.34,0.0,05:01AM,0.0,none,1035.0,clear-night,21.26,3,11
2018-11-23,29.06,0.37,0.0,05:01AM,0.0,none,1030.89,clear-night,29.06,4,11
2018-11-24,41.27,0.93,0.2564,11:00PM,0.91,rain,1008.49,rain,45.92,5,11
2018-11-25,51.07,0.61,0.2204,12:00AM,0.0,rain,1014.14,cloudy,51.07,6,11
2018-11-26,43.61,0.94,0.189,04:00PM,1.0,rain,995.21,rain,48.48,0,11
2018-11-27,32.2,0.58,0.0135,12:00AM,0.0,rain,998.08,cloudy,39.11,1,11
2018-11-28,34.22,0.57,0.0,05:01AM,0.0,none,1004.38,cloudy,40.62,2,11
2018-11-29,34.43,0.56,0.0,05:01AM,0.0,none,1015.6,cloudy,40.33,3,11
2018-11-30,39.38,0.81,0.0032,03:00PM,0.0,rain,1018.85,cloudy,39.38,4,11
2018-12-01,37.93,0.82,0.0103,09:00PM,0.9,rain,1021.3,rain,41.85,5,12
2018-12-02,52.62,0.99,0.0964,04:00AM,0.63,rain,1003.0,rain,52.62,6,12
2018-12-03,44.03,0.58,0.0,05:01AM,0.0,none,1006.71,partly-cloudy-night,48.04,0,12
2018-12-04,28.78,0.48,0.0,05:01AM,0.0,none,1017.83,clear-night,34.17,1,12
2018-12-05,28.49,0.52,0.0,05:01AM,0.0,none,1018.78,partly-cloudy-night,33.1,2,12
2018-12-06,31.72,0.53,0.0,05:01AM,0.0,none,1021.46,cloudy,37.67,3,12
2018-12-07,22.93,0.45,0.0,05:01AM,0.0,none,1031.03,clear-night,30.47,4,12
2018-12-08,30.39,0.59,0.0,05:01AM,0.0,none,1033.38,clear-night,30.39,5,12
2018-12-09,28.46,0.55,0.0,05:01AM,0.0,none,1023.21,clear-night,32.45,6,12
2018-12-10,31.2,0.53,0.0,05:01AM,0.0,none,1021.54,clear-night,34.03,0,12
2018-12-11,29.13,0.6,0.0,05:01AM,0.0,none,1014.67,clear-night,34.28,1,12
2018-12-12,34.75,0.63,0.0,05:01AM,0.0,none,1023.74,partly-cloudy-night,34.75,2,12
2018-12-13,34.28,0.87,0.0,05:01AM,0.0,none,1032.0,cloudy,39.3,3,12
2018-12-14,47.21,0.94,0.0167,12:00AM,0.0,rain,1026.6,cloudy,47.21,4,12
2018-12-15,45.82,0.7,0.0269,02:00AM,0.0,rain,1020.03,partly-cloudy-night,49.56,5,12
2018-12-16,30.51,0.93,0.1307,07:00AM,1.0,rain,1009.25,rain,37.88,6,12
2018-12-17,36.06,0.5,0.0,05:01AM,0.0,none,1008.44,cloudy,42.34,0,12
2018-12-18,22.39,0.5,0.0,05:01AM,0.0,none,1020.91,clear-night,30.53,1,12
2018-12-19,36.01,0.61,0.0,05:01AM,0.0,none,1020.32,clear-night,36.01,2,12
2018-12-20,40.27,0.95,0.0434,08:00PM,1.0,none,1014.02,rain,44.17,3,12
2018-12-21,55.27,0.95,0.2008,07:00AM,0.0,rain,991.12,cloudy,55.27,4,12
2018-12-22,36.03,0.55,0.0028,03:00AM,0.0,rain,1011.53,cloudy,42.38,5,12
2018-12-23,37.01,0.61,0.0,05:01AM,0.0,none,1019.41,partly-cloudy-night,39.34,6,12
2018-12-24,31.84,0.57,0.0105,04:00AM,0.0,rain,1018.96,partly-cloudy-night,38.61,0,12
2018-12-25,30.94,0.5,0.0,05:01AM,0.0,none,1027.38,partly-cloudy-night,36.47,1,12
2018-12-26,33.09,0.63,0.0,05:01AM,0.0,none,1031.91,clear-night,37.68,2,12
2018-12-27,36.07,0.72,0.0,05:01AM,0.0,none,1035.24,partly-cloudy-night,39.4,3,12
2018-12-28,56.97,0.97,0.1195,11:00AM,0.0,rain,1010.48,cloudy,56.97,4,12
2018-12-29,37.51,0.58,0.0,05:01AM,0.0,none,1021.33,partly-cloudy-night,42.53,5,12
2018-12-30,37.51,0.77,0.0,05:01AM,0.0,none,1025.13,partly-cloudy-night,37.51,6,12
2018-12-31,38.79,0.94,0.1784,10:00PM,1.0,rain,1018.43,rain,43.98,0,12
2019-01-01,38.42,0.58,0.1385,12:00AM,0.0,rain,1019.89,partly-cloudy-night,43.71,1,1
2019-01-02,32.0,0.61,0.0,05:01AM,0.0,none,1022.91,cloudy,37.23,2,1
2019-01-03,35.25,0.6,0.0,03:00AM,0.0,none,1016.9,partly-cloudy-night,37.38,3,1
2019-01-04,41.17,0.74,0.0,05:01AM,0.0,none,1011.57,clear-night,42.83,4,1
2019-01-05,40.36,0.85,0.0781,03:00AM,0.0,rain,1003.8,partly-cloudy-night,44.36,5,1
2019-01-06,28.44,0.46,0.0,05:01AM,0.0,none,1022.25,partly-cloudy-night,37.43,6,1
2019-01-07,28.06,0.37,0.0,05:01AM,0.0,none,1028.21,partly-cloudy-night,31.46,0,1
2019-01-08,41.59,0.91,0.05,12:00AM,0.0,rain,1006.36,cloudy,41.59,1,1
2019-01-09,29.84,0.45,0.05,12:00AM,0.0,rain,1003.78,partly-cloudy-night,37.45,2,1
2019-01-10,22.28,0.54,0.0,05:01AM,0.0,none,1013.33,partly-cloudy-night,31.16,3,1
2019-01-11,15.87,0.37,0.0,05:01AM,0.0,none,1028.44,clear-night,25.28,4,1
2019-01-12,26.63,0.41,0.0,05:01AM,0.0,none,1033.31,partly-cloudy-night,30.77,5,1
2019-01-13,18.81,0.48,0.0,05:01AM,0.0,none,1026.33,clear-night,28.79,6,1
2019-01-14,25.13,0.49,0.0,05:01AM,0.0,none,1020.97,clear-night,28.35,0,1
2019-01-15,30.77,0.56,0.0,05:01AM,0.0,none,1020.61,clear-night,30.77,1,1
2019-01-16,30.91,0.52,0.0,05:01AM,0.0,none,1020.21,partly-cloudy-night,37.51,2,1
2019-01-17,26.73,0.54,0.0,05:01AM,0.0,none,1026.42,partly-cloudy-night,30.13,3,1
2019-01-18,29.86,0.85,0.0036,12:00PM,0.0,snow,1019.65,partly-cloudy-night,34.17,4,1
2019-01-19,30.04,0.82,0.0616,12:00AM,0.0,rain,1016.46,cloudy,36.86,5,1
2019-01-20,1.07,0.59,0.14,03:00AM,0.0,rain,1004.48,clear-night,16.49,6,1
2019-01-21,-3.67,0.47,0.0,05:01AM,0.0,none,1025.52,clear-night,10.78,0,1
2019-01-22,27.15,0.44,0.0,05:01AM,0.0,none,1036.76,partly-cloudy-night,27.15,1,1
2019-01-23,39.38,0.74,0.0,05:01AM,0.0,none,1016.76,partly-cloudy-night,42.47,2,1
2019-01-24,32.26,0.68,0.1806,12:00PM,0.0,rain,1002.85,cloudy,39.6,3,1
2019-01-25,24.91,0.31,0.0,05:01AM,0.0,none,1019.63,clear-night,32.57,4,1
2019-01-26,31.6,0.48,0.0,05:01AM,0.0,none,1024.22,cloudy,31.6,5,1
2019-01-27,37.47,0.52,0.0,05:01AM,0.0,none,1014.9,partly-cloudy-night,41.32,6,1
2019-01-28,21.25,0.44,0.0,05:01AM,0.0,none,1017.61,clear-night,26.11,0,1
2019-01-29,31.68,0.91,0.0596,08:00PM,1.0,rain,1009.8,rain,37.72,1,1
2019-01-30,-5.81,0.31,0.0034,12:00AM,0.0,rain,1020.66,clear-night,9.92,2,1
2019-01-31,1.41,0.37,0.0,05:01AM,0.0,none,1029.79,clear-night,13.68,3,1
2019-02-01,12.07,0.48,0.0,05:01AM,0.0,none,1028.99,clear-night,19.14,4,2
2019-02-02,22.31,0.64,0.0,05:01AM,0.0,none,1018.78,partly-cloudy-night,31.25,5,2
2019-02-03,36.6,0.76,0.0,05:01AM,0.0,none,1020.47,clear-night,39.74,6,2
2019-02-04,43.16,0.76,0.0,05:01AM,0.0,none,1016.22,clear-night,43.16,0,2
2019-02-05,53.24,0.65,0.0,05:01AM,0.0,none,1016.41,clear-night,53.24,1,2
2019-02-06,34.71,0.92,0.0998,10:00PM,1.0,none,1019.27,rain,40.47,2,2
2019-02-07,40.52,0.92,0.0442,01:00AM,0.26,none,1018.92,cloudy,42.61,3,2
2019-02-08,30.51,0.38,0.0815,02:00AM,0.0,none,1020.2,clear-night,38.43,4,2
2019-02-09,21.67,0.42,0.0,05:01AM,0.0,none,1039.45,clear-night,28.42,5,2
2019-02-10,28.03,0.38,0.0,05:01AM,0.0,none,1030.44,partly-cloudy-night,33.36,6,2
2019-02-11,30.33,0.5,0.0,05:01AM,0.0,none,1027.74,partly-cloudy-night,35.15,0,2
2019-02-12,26.06,0.94,0.029,10:00PM,0.75,snow,1011.96,rain,34.53,1,2
2019-02-13,25.3,0.51,0.0243,11:00AM,0.0,rain,1009.79,clear-night,34.41,2,2
2019-02-14,40.01,0.43,0.0076,01:00PM,0.0,rain,1017.14,partly-cloudy-night,40.01,3,2
2019-02-15,53.4,0.6,0.0,05:01AM,0.0,none,1003.85,cloudy,53.4,4,2
2019-02-16,30.01,0.45,0.0,05:01AM,0.0,none,1014.27,clear-night,36.35,5,2
2019-02-17,29.33,0.63,0.0068,11:00PM,0.0,rain,1016.99,cloudy,34.36,6,2
2019-02-18,20.59,0.54,0.0199,06:00AM,0.0,rain,1022.57,partly-cloudy-night,30.33,0,2
2019-02-19,27.72,0.35,0.0,05:01AM,0.0,none,1036.03,clear-night,32.41,1,2
2019-02-20,24.23,0.94,0.0583,12:00AM,0.57,none,1025.99,sleet,30.76,2,2
2019-02-21,42.32,0.56,0.0915,01:00AM,0.0,rain,1017.58,clear-night,45.68,3,2
2019-02-22,34.69,0.5,0.0,05:01AM,0.0,none,1030.31,clear-night,39.05,4,2
2019-02-23,33.66,0.76,0.0021,12:00AM,0.0,rain,1026.29,cloudy,38.17,5,2
2019-02-24,39.45,0.75,0.1289,07:00AM,0.0,none,996.14,partly-cloudy-night,46.09,6,2
2019-02-25,23.95,0.36,0.0,05:01AM,0.0,none,1019.04,clear-night,33.99,0,2
2019-02-26,19.87,0.38,0.0,05:01AM,0.0,none,1029.63,clear-night,29.09,1,2
2019-02-27,21.23,0.62,0.0,05:01AM,0.0,none,1019.92,cloudy,28.86,2,2
2019-02-28,25.02,0.43,0.0042,03:00AM,0.0,snow,1025.07,clear-night,31.63,3,2
2019-03-01,27.0,0.79,0.0165,01:00PM,0.0,none,1024.49,cloudy,34.3,4,3
2019-03-02,33.91,0.73,0.0335,02:00PM,0.0,none,1017.74,cloudy,38.69,5,3
2019-03-03,32.76,0.95,0.0342,12:00AM,0.74,none,1014.85,snow,32.76,6,3
2019-03-04,26.62,0.49,0.0462,01:00AM,0.0,none,1013.28,partly-cloudy-night,33.18,0,3
2019-03-05,19.92,0.41,0.0018,01:00PM,0.0,none,1014.75,clear-night,28.35,1,3
2019-03-06,13.05,0.47,0.0,05:01AM,0.0,none,1023.28,partly-cloudy-night,22.4,2,3
2019-03-07,24.13,0.45,0.0,05:01AM,0.0,none,1027.26,partly-cloudy-night,28.94,3,3
2019-03-08,35.27,0.57,0.0049,12:00PM,0.0,rain,1024.1,partly-cloudy-night,35.27,4,3
2019-03-09,35.21,0.59,0.0035,11:00AM,0.0,none,1026.72,clear-night,38.25,5,3
2019-03-10,40.42,0.96,0.0787,11:00AM,0.0,none,1013.45,cloudy,40.42,6,3
2019-03-11,50.06,0.31,0.0,05:01AM,0.0,none,1016.06,clear-night,50.06,0,3
2019-03-12,32.86,0.41,0.0,05:01AM,0.0,none,1025.05,clear-night,38.98,1,3
2019-03-13,35.41,0.59,0.0,05:01AM,0.0,none,1026.46,partly-cloudy-night,40.37,2,3
2019-03-14,45.46,0.72,0.0,05:01AM,0.0,none,1018.19,partly-cloudy-night,48.85,3,3
2019-03-15,63.85,0.71,0.1271,10:00PM,0.0,none,1002.91,partly-cloudy-night,63.85,4,3
2019-03-16,36.72,0.4,0.0003,12:00AM,0.0,none,1018.37,partly-cloudy-night,42.58,5,3
2019-03-17,35.19,0.3,0.0,05:01AM,0.0,none,1021.86,clear-night,40.38,6,3
2019-03-18,41.01,0.36,0.0,05:01AM,0.0,none,1026.06,partly-cloudy-night,41.01,0,3
2019-03-19,39.06,0.43,0.0,05:01AM,0.0,none,1029.07,partly-cloudy-night,41.91,1,3
